value,units,duration,cleanup
0.3,watts,40.0,60.0
0.4,watts,40.0,60.0
0.5,watts,40.0,60.0
0.6,watts,40.0,60.0
0.7,watts,40.0,60.0
0.8,watts,40.0,60.0
0.9,watts,40.0,60.0
1.0,watts,40.0,60.0
1.2,watts,40.0,60.0
1.4,watts,40.0,60.0
1.6,watts,40.0,60.0
1.9,watts,40.0,60.0
2.2,watts,40.0,60.0
1.5,watts,40.0,60.0
5.0,watts,40.0,60.0
7.0,watts,40.0,60.0
20.0,watts,40.0,60.0
