value,units,duration,cleanup
0.25,watts,0.0,0.0
0.4,watts,0.0,0.0
0.7,watts,0.0,0.0
0.9,watts,0.0,0.0
1.5,watts,0.0,0.0
2.0,watts,0.0,0.0
2.5,watts,0.0,0.0
3.0,watts,0.0,0.0
4.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
