value,units,duration,cleanup
0.3,watts,40.0,60.0
0.5,watts,40.0,60.0
0.7,watts,40.0,60.0
0.9,watts,40.0,60.0
1.0,watts,40.0,60.0
1.2,watts,40.0,60.0
1.45,watts,40.0,60.0
1.7,watts,40.0,60.0
1.9,watts,40.0,60.0
2.2,watts,40.0,60.0
3.0,watts,40.0,60.0
4.0,watts,40.0,60.0
4.5,watts,40.0,60.0
7.0,watts,40.0,60.0
21.0,watts,40.0,60.0
