value,units,duration,cleanup,beam_diameter
1.0,watts,60.0,45.0,
2.0,watts,60.0,45.0,
3.0,watts,60.0,45.0,
4.0,watts,60.0,45.0,
5.0,watts,60.0,45.0,
6.0,watts,60.0,45.0,
7.0,watts,60.0,45.0,
8.0,watts,60.0,45.0,
9.0,watts,60.0,45.0,
10.0,watts,60.0,45.0,
11.0,watts,60.0,45.0,
12.0,watts,60.0,45.0,
15.0,watts,60.0,45.0,
20.0,watts,60.0,45.0,
25.0,watts,60.0,45.0,
30.0,watts,60.0,45.0,
35.0,watts,60.0,45.0,
