value,units,duration,cleanup,beam_diameter
0.8,watts,60.0,120.0,
1.3,watts,60.0,120.0,
1.6,watts,60.0,120.0,
1.9,watts,60.0,120.0,
2.2,watts,60.0,120.0,
2.6,watts,60.0,120.0,
2.8,watts,60.0,120.0,
3.0,watts,60.0,120.0,
3.25,watts,60.0,120.0,
3.5,watts,60.0,120.0,
4.0,watts,60.0,120.0,
4.5,watts,60.0,120.0,
5.0,watts,60.0,120.0,
6.0,watts,60.0,120.0,
10.0,watts,60.0,120.0,
