value,units,duration,cleanup,beam_diameter
1.0,watts,60.0,60.0,
3.0,watts,60.0,60.0,
5.0,watts,60.0,60.0,
15.0,watts,60.0,60.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
