value,units,duration,cleanup,beam_diameter
12.0,watts,70.0,30.0,
30.0,watts,70.0,30.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
0.0,watts,0.0,0.0,
