value,units,duration,cleanup,beam_diameter
1.5,watts,60.0,60.0,
2.0,watts,60.0,60.0,
2.5,watts,60.0,60.0,
3.0,watts,60.0,60.0,
3.5,watts,60.0,60.0,
4.0,watts,60.0,60.0,
4.5,watts,60.0,60.0,
5.0,watts,60.0,60.0,
5.5,watts,60.0,60.0,
6.0,watts,60.0,60.0,
6.5,watts,60.0,60.0,
7.0,watts,60.0,60.0,
10.0,watts,60.0,60.0,
15.0,watts,60.0,60.0,
