value,units,duration,cleanup,beam_diameter
390.0,watts,1320.0,30.0
425.0,watts,1320.0,30.0
450.0,watts,1320.0,30.0
475.0,watts,1320.0,30.0
5015.0,watts,1320.0,30.0
545.0,watts,1320.0,30.0
575.0,watts,1320.0,30.0
605.0,watts,1320.0,30.0
635.0,watts,1320.0,30.0
665.0,watts,1320.0,30.0
695.0,watts,1320.0,30.0
715.0,watts,1320.0,30.0
745.0,watts,1320.0,30.0
765.0,watts,1320.0,30.0
775.0,watts,1320.0,30.0
785.0,watts,1320.0,30.0
795.0,watts,1320.0,30.0
805.0,watts,1320.0,30.0
815.0,watts,1320.0,30.0
820.0,watts,1320.0,30.0
835.0,watts,1320.0,30.0
845.0,watts,1320.0,30.0
855.0,watts,1320.0,30.0
865.0,watts,1320.0,30.0
875.0,watts,1320.0,30.0
885.0,watts,1320.0,30.0
905.0,watts,1320.0,30.0
925.0,watts,1320.0,30.0
945.0,watts,1320.0,30.0
965.0,watts,1320.0,30.0
985.0,watts,1320.0,30.0
1015.0,watts,1320.0,30.0
1030.0,watts,1320.0,30.0
1065.0,watts,1320.0,30.0
1115.0,watts,300.0,30.0
1150.0,watts,300.0,30.0
1200.0,watts,300.0,30.0
1400.0,watts,300.0,30.0
1700.0,watts,300.0,30.0
