value,units,duration,cleanup,beam_diameter
0.5,watts,60.0,45.0,
0.8,watts,60.0,45.0,
1.3,watts,60.0,45.0,
1.6,watts,60.0,45.0,
1.9,watts,60.0,45.0,
2.2,watts,60.0,45.0,
2.6,watts,60.0,45.0,
3.0,watts,60.0,45.0,
3.5,watts,60.0,45.0,
4.0,watts,60.0,45.0,
6.0,watts,60.0,45.0,
10.0,watts,60.0,45.0,
15.0,watts,60.0,45.0,
