value,units,duration,cleanup
1.5,watts,0.0,0.0
3.0,watts,0.0,0.0
4.0,watts,0.0,0.0
5.0,watts,0.0,0.0
6.0,watts,0.0,0.0
7.0,watts,0.0,0.0
10.0,watts,0.0,0.0
12.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
0.0,watts,0.0,0.0
