value,units,duration,cleanup,beam_diameter
570.0,watts,1320.0,30.0
620.0,watts,1320.0,30.0
650.0,watts,1320.0,30.0
680.0,watts,1320.0,30.0
710.0,watts,1320.0,30.0
740.0,watts,1320.0,30.0
770.0,watts,1320.0,30.0
800.0,watts,1320.0,30.0
810.0,watts,1320.0,30.0
800.0,watts,1320.0,30.0
810.0,watts,1320.0,30.0
820.0,watts,1320.0,30.0
830.0,watts,1320.0,30.0
840.0,watts,1320.0,30.0
850.0,watts,1320.0,30.0
860.0,watts,1320.0,30.0
870.0,watts,1320.0,30.0
880.0,watts,1320.0,30.0
890.0,watts,1320.0,30.0
900.0,watts,1320.0,30.0
910.0,watts,1320.0,30.0
920.0,watts,1320.0,30.0
930.0,watts,1320.0,30.0
940.0,watts,1320.0,30.0
950.0,watts,1320.0,30.0
970.0,watts,1320.0,30.0
1000.0,watts,1320.0,30.0
1030.0,watts,1320.0,30.0
1060.0,watts,1320.0,30.0
1100.0,watts,300.0,30.0
1130.0,watts,300.0,30.0
1160.0,watts,300.0,30.0
1190.0,watts,300.0,30.0
1220.0,watts,300.0,30.0
1300.0,watts,300.0,30.0
1500.0,watts,300.0,30.0
1700.0,watts,300.0,30.0
