value,units,duration,cleanup,beam_diameter
0.7,watts,0.0,0.0,
0.9,watts,0.0,0.0,
1.1,watts,0.0,0.0,
1.2,watts,0.0,0.0,
1.3,watts,0.0,0.0,
1.4,watts,0.0,0.0,
1.7,watts,0.0,0.0,
1.9,watts,0.0,0.0,
2.2,watts,0.0,0.0,
2.5,watts,0.0,0.0,
3.0,watts,0.0,0.0,
5.0,watts,0.0,0.0,
8.0,watts,0.0,0.0,
12.0,watts,0.0,0.0,
