value,units,duration,cleanup,beam_diameter
0.5,watts,45.0,60.0,
0.8,watts,45.0,60.0,
1.1,watts,45.0,60.0,
1.5,watts,45.0,60.0,
2.0,watts,45.0,60.0,
2.5,watts,45.0,60.0,
3.0,watts,45.0,60.0,
3.5,watts,45.0,60.0,
4.5,watts,45.0,60.0,
6.0,watts,45.0,60.0,
7.0,watts,45.0,60.0,
8.0,watts,45.0,60.0,
9.0,watts,45.0,60.0,
18.0,watts,45.0,60.0,
