value,units,duration,cleanup,beam_diameter
409.0,temp,720.0,15.0
409.0,temp,1320.0,15.0
463.0,temp,720.0,15.0
463.0,temp,1320.0,15.0
517.0,temp,720.0,15.0
517.0,temp,1320.0,15.0
571.0,temp,720.0,15.0
571.0,temp,1320.0,15.0
625.0,temp,720.0,15.0
625.0,temp,1320.0,15.0
679.0,temp,720.0,15.0
679.0,temp,1320.0,15.0
733.0,temp,720.0,15.0
733.0,temp,1320.0,15.0
787.0,temp,720.0,15.0
787.0,temp,1320.0,15.0
842.0,temp,720.0,15.0
842.0,temp,1320.0,15.0
896.0,temp,720.0,15.0
896.0,temp,1320.0,15.0
950.0,temp,720.0,15.0
950.0,temp,1320.0,15.0
1004.0,temp,720.0,15.0
1004.0,temp,1320.0,15.0
1058.0,temp,720.0,15.0
1058.0,temp,1320.0,15.0
1112.0,temp,720.0,15.0
1112.0,temp,1320.0,15.0
1166.0,temp,720.0,15.0
1166.0,temp,1320.0,15.0
1166.0,temp,1920.0,15.0
1166.0,temp,3720.0,15.0
1166.0,temp,7320.0,15.0
1166.0,temp,14520.0,15.0
1275.0,temp,720.0,15.0
1329.0,temp,720.0,15.0
1404.0,temp,720.0,15.0
1599.0,temp,720.0,15.0
1750.0,temp,720.0,15.0
