value,units,duration,cleanup,beam_diameter
1.1,watts,45.0,45.0,
1.5,watts,45.0,45.0,
1.8,watts,45.0,45.0,
2.0,watts,45.0,45.0,
2.2,watts,45.0,45.0,
2.8,watts,45.0,45.0,
3.5,watts,45.0,45.0,
4.0,watts,45.0,45.0,
5.0,watts,45.0,45.0,
6.0,watts,45.0,45.0,
7.5,watts,45.0,45.0,
10.0,watts,45.0,45.0,
15.0,watts,45.0,45.0,
18.0,watts,45.0,45.0,
