value,units,duration,cleanup,beam_diameter
1.2,watts,45.0,45.0,
1.5,watts,45.0,45.0,
1.9,watts,45.0,45.0,
2.1,watts,45.0,45.0,
2.5,watts,45.0,45.0,
3.5,watts,45.0,45.0,
4.0,watts,45.0,45.0,
5.0,watts,45.0,45.0,
6.0,watts,45.0,45.0,
7.0,watts,45.0,45.0,
9.0,watts,45.0,45.0,
13.0,watts,45.0,45.0,
18.0,watts,45.0,45.0,
