value,units,duration,cleanup,beam_diameter
1.0,watts,130.0,60.0,
1.5,watts,130.0,60.0,
1.8,watts,130.0,60.0,
2.0,watts,130.0,60.0,
2.2,watts,130.0,60.0,
2.6,watts,130.0,60.0,
3.0,watts,130.0,60.0,
3.6,watts,130.0,60.0,
4.3,watts,130.0,60.0,
5.0,watts,130.0,60.0,
7.0,watts,130.0,60.0,
12.0,watts,130.0,60.0,
15.0,watts,130.0,60.0,
