value,units,duration,cleanup,beam_diameter
1.5,watts,130.0,60.0,
2.5,watts,130.0,60.0,
3.0,watts,130.0,60.0,
4.0,watts,130.0,60.0,
5.0,watts,130.0,60.0,
7.0,watts,130.0,60.0,
8.0,watts,130.0,60.0,
9.0,watts,130.0,60.0,
10.0,watts,130.0,60.0,
12.0,watts,130.0,60.0,
13.0,watts,130.0,60.0,
14.0,watts,130.0,60.0,
15.0,watts,130.0,60.0,
17.0,watts,130.0,60.0,
20.0,watts,130.0,60.0,
